user_id,date,activity_type,duration_minutes,calories_burned,distance_km,avg_heart_rate,steps,sleep_hours,water_intake_liters,weight_kg,bmi,fitness_goal,age,gender
U168,2024-04-18,Yoga,74,670,0,126,12450,7.5,1.7,90.4,25.7,General Fitness,32,Male
U169,2024-01-07,Walking,50,568,5.07,152,4985,8.1,3.1,52.8,21.0,Flexibility,53,Male
U170,2024-05-18,Swimming,102,1018,8.0,133,16695,6.4,1.2,94.3,38.4,General Fitness,37,Female
U171,2024-10-04,Cycling,104,1190,8.2,170,10035,5.9,2.1,59.0,15.5,Muscle Gain,58,Male
U172,2024-04-16,CrossFit,36,349,0,150,13770,9.2,3.0,84.4,26.9,Weight Loss,26,Female
U173,2024-02-03,HIIT,63,435,0,148,17478,4.6,1.2,81.1,31.6,General Fitness,47,Male
U174,2024-06-02,Yoga,24,276,0,90,17979,8.4,1.4,109.3,42.8,Flexibility,34,Female
U175,2024-03-29,Walking,106,1012,15.56,164,18542,5.4,3.3,77.4,22.1,Endurance,49,Male
U176,2024-08-22,HIIT,105,660,0,153,17822,9.8,2.7,100.3,29.6,Weight Loss,21,Female
U177,2024-01-16,Cycling,95,572,7.05,132,5106,4.9,3.3,93.6,29.8,General Fitness,28,Male
U178,2024-07-03,Walking,76,684,8.25,168,15405,8.0,2.2,51.2,16.4,Muscle Gain,53,Male
U179,2024-01-01,HIIT,73,397,0,129,15189,8.5,3.0,58.0,22.8,Weight Loss,30,Female
U180,2024-09-19,Running,111,1137,14.9,92,16647,4.3,1.7,81.2,32.8,Flexibility,45,Male
U181,2024-08-10,Swimming,19,161,2.55,94,18870,5.4,2.5,85.6,25.9,Flexibility,37,Female
U182,2024-06-11,Walking,102,635,9.28,97,17557,8.8,3.0,66.1,23.2,Flexibility,26,Female
U183,2024-10-27,CrossFit,65,489,0,125,4942,8.6,2.5,80.1,26.8,Endurance,49,Female
U184,2024-08-11,HIIT,15,165,0,95,8351,5.8,3.3,95.3,38.4,Muscle Gain,43,Male
U185,2024-01-06,Running,42,246,5.22,122,13315,5.0,3.8,107.1,39.9,General Fitness,20,Female
U186,2024-05-19,Yoga,114,1176,0,138,9441,6.0,2.3,70.6,21.6,Flexibility,43,Female
U187,2024-07-02,HIIT,30,176,0,161,8557,6.9,2.9,85.6,35.2,Muscle Gain,43,Female
U188,2024-07-23,Weight Training,39,232,0,145,9554,5.3,1.8,59.0,15.9,Muscle Gain,51,Male
U189,2024-01-19,CrossFit,32,360,0,118,18295,8.0,1.6,95.1,35.7,Muscle Gain,32,Female
U190,2024-05-16,Running,15,132,1.63,108,8803,5.5,3.7,62.3,20.9,Muscle Gain,30,Male
U191,2024-02-12,Weight Training,102,598,0,170,19609,9.3,2.5,82.0,28.5,Muscle Gain,41,Female
U192,2024-02-28,Running,49,404,4.61,165,19162,8.8,2.9,72.3,19.5,Flexibility,44,Female
U193,2024-10-03,Running,98,920,7.8,135,12065,5.8,3.5,58.6,20.3,Muscle Gain,47,Male
U194,2024-09-28,Walking,52,270,3.67,108,16755,5.2,3.9,108.1,36.5,Endurance,57,Male
U195,2024-08-27,Yoga,107,1255,0,157,8992,7.8,2.7,63.3,21.1,General Fitness,31,Male
U196,2024-07-04,Cycling,103,783,7.6,102,18705,6.2,2.7,90.5,24.2,Weight Loss,19,Male
U197,2024-04-24,HIIT,16,124,0,145,19170,6.4,3.0,52.2,16.0,Endurance,49,Female
U198,2024-02-15,CrossFit,26,288,0,162,19429,6.6,1.4,85.0,25.1,Weight Loss,32,Female
U199,2024-08-14,Swimming,54,325,5.24,111,7003,4.6,2.1,95.6,35.3,Endurance,31,Female
U200,2024-06-13,Weight Training,91,839,0,168,13036,9.5,1.9,62.1,19.7,Endurance,44,Female
U001,2024-02-16,Walking,114,1098,9.9,99,17398,4.3,2.5,51.9,20.0,Weight Loss,60,Male
U002,2024-08-24,CrossFit,41,314,0,138,9256,8.1,3.9,71.1,24.4,Muscle Gain,29,Male
U003,2024-01-03,Weight Training,51,582,0,147,10778,7.4,2.8,53.9,16.3,Weight Loss,55,Male
U004,2024-03-19,Running,92,466,9.65,145,14986,8.3,3.2,94.9,35.6,Flexibility,37,Female
U005,2024-05-23,CrossFit,114,1183,0,163,8478,8.0,2.5,86.8,26.7,Weight Loss,48,Female
U006,2024-07-06,Running,115,1231,13.47,166,8482,7.0,3.8,67.6,18.2,General Fitness,24,Male
U007,2024-09-09,Yoga,59,605,0,121,10909,6.5,3.9,100.1,36.7,Muscle Gain,32,Female
U008,2024-06-25,Running,110,1143,15.31,131,6285,7.0,2.7,89.6,30.8,Weight Loss,53,Male
U009,2024-05-01,CrossFit,84,889,0,128,16724,6.7,2.8,105.3,33.8,Flexibility,35,Male
U010,2024-06-14,Yoga,60,318,0,141,18649,5.9,1.6,52.4,20.1,Weight Loss,27,Male
U011,2024-04-23,Running,80,881,9.16,139,11188,6.4,2.8,88.4,32.2,Endurance,32,Female
U012,2024-01-17,Yoga,82,642,0,132,7793,10.0,1.6,56.1,19.6,Muscle Gain,50,Female
U013,2024-10-27,Cycling,15,129,0.82,132,12169,6.5,1.9,75.6,20.7,Weight Loss,31,Female
U014,2024-02-29,Walking,48,388,4.61,164,6014,7.9,3.6,75.6,28.6,Endurance,20,Male
U015,2024-01-23,Walking,104,747,8.85,142,18472,8.3,3.1,88.3,24.2,Weight Loss,37,Male
U016,2024-07-24,HIIT,81,746,0,117,9100,6.2,3.5,75.0,22.2,Weight Loss,24,Male
U017,2024-01-06,HIIT,55,563,0,93,7483,7.5,3.4,78.9,22.7,Weight Loss,19,Male
U018,2024-02-16,Swimming,52,555,7.05,102,19759,4.6,2.1,53.3,15.6,General Fitness,36,Male
U019,2024-04-23,Weight Training,66,618,0,137,3185,9.3,2.0,84.5,25.5,General Fitness,44,Female
U020,2024-04-14,Cycling,79,634,9.17,99,17827,4.0,1.0,68.7,18.5,Muscle Gain,53,Female
U021,2024-02-08,Running,77,880,9.26,166,15846,4.5,3.9,63.2,18.0,Muscle Gain,35,Female
U022,2024-02-07,Swimming,32,169,4.39,123,3354,8.0,3.8,99.6,32.9,Flexibility,49,Female
U023,2024-04-02,HIIT,64,389,0,147,10352,7.2,2.2,56.4,16.9,Flexibility,26,Male
U024,2024-02-26,Weight Training,22,263,0,165,14143,9.7,2.3,79.4,31.5,Weight Loss,53,Female
U025,2024-04-23,Running,97,528,5.64,105,6317,9.2,3.1,96.8,26.8,Muscle Gain,21,Male
U026,2024-04-23,HIIT,60,545,0,155,18230,7.5,3.7,53.6,15.4,Weight Loss,36,Female
U027,2024-10-19,Walking,86,826,8.64,167,5455,9.1,3.6,92.2,28.4,Flexibility,53,Male
U028,2024-01-04,Yoga,60,312,0,110,4918,4.4,3.3,100.6,28.9,General Fitness,25,Female
U029,2024-10-04,Yoga,114,652,0,161,2436,5.5,3.2,98.4,27.7,Weight Loss,57,Female
U030,2024-01-16,Cycling,47,247,5.99,120,10951,6.5,2.0,66.8,18.5,Flexibility,18,Female
U031,2024-10-06,Running,67,723,7.99,148,10594,6.0,2.3,83.5,25.1,Endurance,54,Male
U032,2024-07-02,CrossFit,48,287,0,125,4561,5.8,3.0,89.5,32.2,Flexibility,59,Female
U033,2024-06-25,Walking,37,266,2.55,170,19486,5.7,2.2,73.4,29.2,Muscle Gain,20,Male
U034,2024-09-22,Walking,51,431,5.22,170,15135,4.7,4.0,90.3,31.2,Endurance,55,Male
U035,2024-10-03,Swimming,115,1349,10.21,167,16614,9.7,1.3,95.5,32.9,Flexibility,45,Male
U036,2024-07-30,Weight Training,54,495,0,106,10849,8.8,2.2,82.9,22.6,Flexibility,59,Male
U037,2024-09-11,Cycling,65,493,4.27,153,18091,8.9,1.9,59.5,16.3,Muscle Gain,31,Male
U038,2024-09-23,Swimming,56,337,3.8,115,13147,4.9,3.5,73.4,30.0,Endurance,51,Female
U039,2024-04-26,Walking,23,187,1.4,97,13124,8.6,1.0,71.6,21.1,Endurance,30,Male
U040,2024-04-27,Weight Training,107,624,0,124,14172,9.5,1.0,86.8,24.5,Endurance,60,Male
U041,2024-05-12,Weight Training,34,200,0,105,2217,7.6,3.6,105.3,33.2,Muscle Gain,24,Female
U042,2024-08-26,Cycling,50,551,6.54,158,17908,7.1,1.8,104.4,29.1,Flexibility,55,Male
U043,2024-10-16,Yoga,20,205,0,102,5760,6.6,2.6,63.7,23.8,General Fitness,23,Male
U044,2024-08-10,Running,20,212,2.13,109,12182,5.0,2.2,109.6,35.5,Muscle Gain,39,Female
U045,2024-09-29,CrossFit,72,850,0,134,6177,6.5,3.3,68.0,22.0,Muscle Gain,30,Female
U046,2024-10-12,Swimming,55,394,6.86,106,12548,5.2,1.4,103.9,27.7,Muscle Gain,53,Male
U047,2024-08-29,HIIT,20,237,0,122,13023,6.2,2.7,81.6,26.5,Muscle Gain,18,Female
U048,2024-06-02,CrossFit,65,540,0,138,14414,8.3,2.6,82.4,21.9,Endurance,50,Female
U049,2024-07-18,Cycling,107,1033,5.95,150,12269,5.2,3.1,99.3,29.4,General Fitness,41,Male
U050,2024-02-12,Cycling,62,647,7.5,140,6207,4.6,3.0,78.8,28.3,Endurance,34,Male
U051,2024-07-14,Running,96,1030,4.95,139,4674,5.7,1.9,58.5,16.8,Endurance,40,Female
U052,2024-07-04,Yoga,49,564,0,117,4265,7.6,2.8,78.7,22.4,Muscle Gain,32,Male
U053,2024-01-24,Yoga,115,1042,0,147,7394,7.7,3.5,78.0,31.0,Muscle Gain,58,Female
U054,2024-07-30,Weight Training,52,369,0,166,18263,6.2,3.1,92.1,26.2,Weight Loss,51,Male
U055,2024-08-21,CrossFit,80,625,0,106,5788,6.2,2.8,79.9,29.3,Flexibility,32,Male
U056,2024-06-13,CrossFit,51,463,0,95,8902,5.3,1.5,61.2,17.0,Endurance,53,Male
U057,2024-09-25,CrossFit,16,112,0,116,5855,9.9,3.2,102.7,28.4,Muscle Gain,43,Female
U058,2024-06-29,Yoga,73,605,0,153,10383,4.0,1.1,74.2,25.2,Flexibility,18,Male
U059,2024-04-02,CrossFit,63,739,0,107,7310,9.1,2.6,59.3,16.5,General Fitness,26,Male
U060,2024-05-13,Weight Training,79,624,0,158,7407,6.9,3.4,95.8,37.3,Muscle Gain,56,Male
U061,2024-07-22,Weight Training,16,181,0,136,16119,7.4,3.0,52.2,17.8,Weight Loss,35,Female
U062,2024-10-14,Weight Training,27,169,0,122,10671,5.2,2.0,98.7,35.8,Weight Loss,25,Female
U063,2024-02-15,Walking,59,335,8.65,113,5878,4.2,2.2,64.1,20.4,Flexibility,19,Female
U064,2024-07-04,Weight Training,116,885,0,170,19335,4.6,3.1,93.6,29.5,General Fitness,58,Female
U065,2024-07-28,Yoga,36,198,0,121,18372,7.4,1.6,56.3,16.4,Muscle Gain,43,Female
U066,2024-10-13,CrossFit,37,311,0,149,16013,7.1,2.4,72.0,27.0,Flexibility,22,Male
U067,2024-10-07,Yoga,26,218,0,166,4391,7.5,1.7,98.8,31.5,General Fitness,37,Male
U068,2024-01-15,Walking,115,970,7.25,115,2425,8.1,2.5,74.4,25.9,Weight Loss,24,Male
U069,2024-09-12,Cycling,43,398,3.59,157,2007,5.8,1.6,61.9,16.5,General Fitness,28,Male
U070,2024-07-15,Yoga,89,821,0,101,2083,9.2,2.6,73.6,21.0,Endurance,47,Male
U071,2024-01-14,Yoga,95,1127,0,167,4934,6.1,3.7,63.5,19.3,Flexibility,47,Female
U072,2024-04-02,CrossFit,100,661,0,147,7947,9.9,2.8,73.7,30.0,Muscle Gain,47,Male
U073,2024-05-16,Walking,54,354,3.64,136,18676,8.8,2.7,76.3,29.3,Endurance,57,Female
U074,2024-03-01,Cycling,100,1090,11.46,136,16546,7.7,1.5,102.6,34.0,Weight Loss,39,Female
U075,2024-09-17,Cycling,74,720,5.22,113,15556,4.0,3.9,75.4,26.5,General Fitness,52,Female
U076,2024-05-30,Cycling,19,218,1.95,167,17541,5.2,2.0,72.7,19.4,Muscle Gain,30,Female
U077,2024-08-05,Yoga,49,548,0,96,7512,6.3,1.5,73.7,24.1,Endurance,56,Female
U078,2024-08-14,Yoga,109,800,0,146,14689,6.3,1.8,85.0,31.0,Weight Loss,40,Female
U079,2024-07-05,Weight Training,50,548,0,122,12476,7.9,3.2,57.8,23.8,Muscle Gain,46,Female
U080,2024-06-19,Swimming,91,867,9.64,124,19177,7.7,1.9,63.6,19.6,Weight Loss,33,Female
U081,2024-09-30,HIIT,50,443,0,94,17795,7.1,2.1,81.9,30.8,Endurance,43,Male
U082,2024-01-15,Swimming,107,989,8.0,166,14444,5.8,3.2,52.6,14.3,Flexibility,32,Female
U083,2024-05-11,Weight Training,22,259,0,125,4862,6.1,3.2,73.2,27.9,Weight Loss,38,Male
U084,2024-04-13,Running,117,1189,7.5,136,18925,5.4,2.6,87.9,29.6,Endurance,43,Female
U085,2024-09-05,Yoga,97,774,0,140,16151,8.5,1.7,101.0,27.1,Muscle Gain,54,Female
U086,2024-01-28,Yoga,29,213,0,108,3759,8.3,3.3,67.0,19.0,Weight Loss,19,Male
U087,2024-09-22,CrossFit,70,372,0,158,5610,8.1,2.8,56.9,20.4,Endurance,55,Female
U088,2024-05-14,CrossFit,87,821,0,115,18985,5.2,1.7,100.1,33.8,Endurance,31,Female
U089,2024-06-25,CrossFit,98,744,0,150,19304,7.5,3.6,51.4,14.6,Muscle Gain,44,Male
U090,2024-10-04,Swimming,112,926,13.73,157,17413,6.0,3.3,53.6,21.4,Weight Loss,28,Male
U091,2024-09-23,Weight Training,107,833,0,102,9157,7.4,1.4,79.5,29.2,Endurance,24,Male
U092,2024-09-07,Weight Training,78,614,0,154,16611,4.1,3.7,80.3,21.3,General Fitness,22,Male
U093,2024-10-02,Walking,97,731,13.45,144,10759,4.2,1.1,77.3,29.0,Endurance,46,Female
U094,2024-06-17,Weight Training,118,598,0,122,18958,9.0,2.1,62.8,17.0,Endurance,18,Female
U095,2024-09-16,Yoga,94,555,0,113,18845,4.3,1.0,57.1,19.1,Muscle Gain,60,Female
U096,2024-05-16,Yoga,46,468,0,100,16025,7.0,2.6,94.8,30.9,Endurance,35,Male
U097,2024-07-09,HIIT,110,1002,0,93,8550,10.0,3.9,52.0,16.0,Flexibility,18,Female
U098,2024-07-24,Swimming,69,644,8.84,105,13849,5.0,3.5,88.9,24.4,Flexibility,30,Male
U099,2024-05-05,Running,91,978,6.05,121,13738,9.1,2.2,65.9,27.4,Weight Loss,46,Male
U100,2024-07-01,HIIT,50,531,0,97,7898,8.1,1.6,59.8,23.4,Muscle Gain,23,Female
U101,2024-09-21,Running,17,119,1.19,158,6588,8.2,3.3,91.6,31.6,Muscle Gain,21,Female
U102,2024-07-02,Cycling,115,1132,12.27,97,13357,5.8,1.9,76.9,20.9,Flexibility,49,Female
U103,2024-02-23,Weight Training,90,961,0,109,10876,9.0,2.0,90.8,33.6,Endurance,23,Male
U104,2024-06-30,CrossFit,33,363,0,114,18882,9.2,2.3,66.5,25.9,Weight Loss,50,Female
U105,2024-01-22,Swimming,61,460,5.9,143,19297,8.7,3.0,54.8,15.0,Muscle Gain,21,Male
U106,2024-06-22,Walking,108,1089,14.37,132,11939,5.6,2.5,73.3,22.1,Weight Loss,36,Female
U107,2024-06-19,Cycling,106,1157,13.11,155,6463,7.9,1.9,92.7,37.8,Weight Loss,46,Female
U108,2024-09-16,HIIT,59,618,0,166,8892,6.2,2.0,80.6,22.5,Muscle Gain,60,Male
U109,2024-07-09,CrossFit,71,740,0,128,16648,8.6,2.4,79.8,26.1,General Fitness,29,Female
U110,2024-05-07,Yoga,105,611,0,117,18853,6.7,3.6,94.2,26.8,Flexibility,56,Female
U111,2024-08-01,Running,17,143,2.06,132,13933,7.6,1.9,99.9,31.6,Flexibility,34,Male
U112,2024-04-23,Walking,69,409,8.13,133,15820,8.0,2.5,59.2,20.6,Endurance,19,Male
U113,2024-03-19,CrossFit,70,568,0,169,2682,6.3,1.4,59.3,17.1,Flexibility,27,Female
U114,2024-01-26,Walking,61,389,3.43,126,14052,9.7,3.1,62.1,24.5,Weight Loss,39,Female
U115,2024-08-10,HIIT,58,515,0,127,13573,6.1,3.9,103.3,35.9,Muscle Gain,25,Female
U116,2024-01-04,Weight Training,41,312,0,151,15586,6.5,1.2,99.2,30.8,Endurance,55,Male
U117,2024-10-13,Running,79,625,9.62,127,8583,4.5,1.3,104.6,31.5,Endurance,28,Male
U118,2024-02-05,CrossFit,89,589,0,140,14573,9.3,3.3,87.0,23.2,Flexibility,20,Female
U119,2024-01-23,Running,26,136,2.27,160,8452,7.6,1.3,72.2,27.1,Muscle Gain,43,Female
U120,2024-01-02,Running,19,176,1.31,120,9115,9.6,2.3,80.0,32.6,Muscle Gain,52,Female
U121,2024-07-30,Swimming,98,1172,5.52,158,8922,7.2,1.8,106.3,34.4,Flexibility,45,Female
U122,2024-04-05,Weight Training,110,1229,0,107,2258,7.3,1.9,92.0,34.9,Flexibility,45,Female
U123,2024-03-26,CrossFit,50,302,0,142,12058,5.6,1.1,77.8,24.7,Flexibility,56,Female
U124,2024-06-03,Walking,45,364,5.78,131,18983,4.6,3.1,78.5,22.2,Endurance,57,Male
U125,2024-10-18,Yoga,64,555,0,101,12025,9.6,1.8,98.9,36.9,General Fitness,39,Male
U126,2024-07-12,Cycling,118,860,15.44,141,12189,7.9,1.6,66.7,18.0,General Fitness,18,Female
U127,2024-03-03,Yoga,113,1320,0,139,14795,6.5,4.0,81.2,21.7,General Fitness,29,Male
U128,2024-08-27,Swimming,46,444,5.29,107,10725,6.3,2.5,61.1,24.8,Muscle Gain,32,Female
U129,2024-09-23,Yoga,21,249,0,98,8676,7.1,2.5,68.0,18.8,Endurance,49,Male
U130,2024-07-09,Running,48,504,3.97,139,12667,8.1,2.3,74.0,21.0,Flexibility,50,Female
U131,2024-05-15,Running,21,235,1.76,106,14962,7.8,2.4,75.5,23.2,Muscle Gain,44,Male
U132,2024-02-01,Swimming,74,388,6.74,122,16234,6.1,3.6,98.0,37.3,Endurance,27,Male
U133,2024-09-27,Walking,71,479,8.63,137,6498,4.3,2.0,87.9,34.9,Endurance,60,Male
U134,2024-02-14,HIIT,67,510,0,102,9714,5.3,3.6,82.8,33.6,Endurance,30,Male
U135,2024-01-25,Swimming,105,938,14.36,150,15871,6.5,4.0,61.2,20.1,Endurance,26,Male
U136,2024-09-08,Weight Training,85,481,0,141,3328,9.5,3.2,80.3,21.4,Weight Loss,20,Female
U137,2024-07-27,Swimming,31,285,3.19,134,17044,9.4,3.0,100.0,35.9,Endurance,57,Male
U138,2024-04-20,HIIT,31,257,0,113,13512,7.7,2.3,107.4,30.7,Endurance,50,Male
U139,2024-08-07,Running,54,626,2.73,151,17700,8.4,3.2,72.0,26.8,Weight Loss,18,Male
U140,2024-08-16,Swimming,28,218,3.05,126,13113,8.8,1.6,77.6,28.1,Muscle Gain,27,Male
U141,2024-06-28,Yoga,46,256,0,106,16531,5.7,3.4,60.8,20.6,Flexibility,20,Male
U142,2024-06-15,Weight Training,40,312,0,142,13658,6.0,1.1,95.8,35.2,Endurance,39,Male
U143,2024-06-09,Walking,73,845,10.18,120,15277,7.8,2.4,53.4,17.8,Weight Loss,18,Male
U144,2024-02-06,HIIT,110,1201,0,145,17972,4.3,2.7,69.2,18.5,Muscle Gain,23,Male
U145,2024-04-28,Walking,73,809,8.02,113,9894,6.2,3.4,84.5,31.3,Weight Loss,58,Female
U146,2024-01-29,Yoga,82,571,0,164,12475,9.8,3.6,75.1,24.8,Flexibility,55,Female
U147,2024-09-27,Weight Training,33,363,0,157,9444,4.2,1.8,73.8,26.9,Endurance,58,Female
U148,2024-10-05,Cycling,88,455,10.74,128,4255,9.1,3.0,53.9,16.0,General Fitness,20,Female
U149,2024-01-04,Cycling,21,194,1.45,140,13961,8.3,1.7,75.0,21.8,Endurance,48,Female
U150,2024-05-14,Yoga,39,322,0,96,2094,7.5,2.6,66.9,22.8,Muscle Gain,46,Female
U151,2024-04-04,Running,96,914,5.72,149,2351,9.0,3.2,76.5,30.1,Endurance,57,Male
U152,2024-09-27,Weight Training,42,480,0,170,17423,4.6,2.9,100.8,34.9,Weight Loss,47,Female
U153,2024-05-02,CrossFit,62,325,0,167,5093,7.0,3.2,108.1,31.3,Weight Loss,22,Male
U154,2024-02-07,HIIT,107,806,0,165,4751,8.6,2.8,82.9,30.5,Flexibility,55,Male
U155,2024-05-31,Walking,51,484,2.69,167,10444,8.3,1.1,71.0,21.0,Endurance,27,Female
U156,2024-01-07,Weight Training,62,512,0,153,14523,9.2,1.0,65.7,25.0,Flexibility,52,Female
U157,2024-07-15,Walking,33,315,4.03,147,5626,7.5,3.5,74.6,21.7,Weight Loss,25,Female
U158,2024-10-19,Running,109,634,16.24,118,16287,9.0,2.8,54.1,19.6,Weight Loss,53,Male
U159,2024-09-25,CrossFit,21,112,0,115,6454,7.0,2.2,60.1,24.7,Flexibility,47,Female
U160,2024-02-23,CrossFit,115,615,0,125,17209,4.8,2.2,57.8,15.5,General Fitness,39,Female
U161,2024-10-15,Walking,54,434,7.91,147,8628,7.8,3.9,71.7,21.5,Weight Loss,55,Male
U162,2024-08-23,Swimming,19,142,2.5,105,8706,6.2,1.7,105.6,29.8,Endurance,51,Male
U163,2024-08-01,HIIT,20,106,0,135,5468,6.5,3.2,102.8,30.4,Flexibility,30,Female
U164,2024-05-02,Cycling,85,502,5.21,153,10589,7.1,3.8,66.9,22.3,Endurance,57,Female
U165,2024-03-15,Yoga,42,367,0,137,14669,7.6,2.8,95.1,36.2,Weight Loss,23,Male
U166,2024-08-03,Running,104,796,7.84,163,6033,4.9,3.4,56.7,22.6,General Fitness,54,Male
U167,2024-01-21,Weight Training,62,413,0,94,8975,7.8,1.7,83.3,26.5,Endurance,59,Female
U168,2024-03-28,Swimming,80,846,9.79,151,14252,5.4,2.0,69.9,23.6,Weight Loss,26,Female
U169,2024-04-10,CrossFit,47,392,0,105,5726,5.1,1.5,85.5,25.9,Endurance,41,Male
U170,2024-08-08,CrossFit,44,395,0,111,6179,4.8,1.7,76.4,25.4,Endurance,18,Male
U171,2024-09-03,Yoga,102,1024,0,146,14239,9.0,2.9,53.3,18.9,Flexibility,48,Male
U172,2024-02-09,CrossFit,53,340,0,106,11871,5.3,2.9,62.4,22.9,Weight Loss,39,Female
U173,2024-04-06,HIIT,19,208,0,108,17054,4.9,2.9,80.9,23.8,Flexibility,55,Female
U174,2024-10-01,CrossFit,97,724,0,143,8109,9.3,1.8,62.0,24.5,Flexibility,47,Male
U175,2024-02-24,HIIT,56,286,0,163,10921,5.4,3.8,88.6,32.2,Weight Loss,22,Male
U176,2024-02-28,Yoga,33,363,0,165,17530,5.6,1.6,66.7,21.0,Weight Loss,24,Male
U177,2024-07-08,Walking,93,1046,10.44,104,9016,9.8,3.3,101.8,32.0,Flexibility,38,Male
U178,2024-08-22,Yoga,116,988,0,99,5301,4.5,3.1,52.3,19.8,Endurance,43,Male
U179,2024-08-01,Cycling,67,469,9.6,110,14594,5.1,3.5,70.1,24.9,Muscle Gain,18,Male
U180,2024-02-12,Cycling,44,325,3.3,139,7558,4.9,1.7,67.1,22.0,Flexibility,33,Female
U181,2024-01-26,Weight Training,50,384,0,97,13158,9.0,1.8,91.1,27.0,Flexibility,21,Male
U182,2024-02-13,Cycling,21,169,3.14,135,5550,6.3,2.0,54.5,16.8,Muscle Gain,18,Male
U183,2024-02-13,Swimming,52,490,5.14,141,4207,6.3,1.1,86.4,29.1,General Fitness,39,Female
U184,2024-02-04,Cycling,39,254,2.72,140,13785,8.4,1.0,81.1,21.5,Endurance,45,Female
U185,2024-06-04,Cycling,71,676,4.25,137,17513,7.3,2.7,92.2,35.1,General Fitness,29,Male
U186,2024-05-28,Cycling,119,1082,7.33,103,11277,5.0,2.7,86.5,28.2,Weight Loss,36,Male
U187,2024-01-03,Cycling,42,449,6.14,140,8211,7.5,1.9,60.1,21.3,Weight Loss,28,Male
U188,2024-09-19,Cycling,72,512,3.91,96,18583,7.9,3.1,76.2,20.2,General Fitness,43,Female
U189,2024-07-16,HIIT,94,665,0,99,19775,4.9,1.6,98.0,38.3,Flexibility,60,Female
U190,2024-02-28,Cycling,68,488,5.26,163,6055,10.0,3.9,61.5,23.7,General Fitness,59,Male
U191,2024-04-30,Cycling,27,171,2.75,107,9134,4.6,2.2,102.7,29.8,Endurance,29,Female
U192,2024-03-21,Running,108,634,14.92,122,14928,5.0,2.2,100.0,30.8,Weight Loss,26,Female
U193,2024-07-16,Weight Training,111,1239,0,110,9921,7.2,2.3,52.4,17.5,Weight Loss,37,Male
U194,2024-08-28,Weight Training,98,1171,0,165,19539,7.0,3.1,104.0,30.9,Endurance,21,Female
U195,2024-04-21,CrossFit,32,176,0,147,13076,5.1,1.9,91.3,37.6,Weight Loss,41,Male
U196,2024-03-11,Running,103,1000,13.43,166,18156,9.8,1.4,97.9,27.9,Endurance,35,Male
U197,2024-04-29,Walking,59,414,3.33,158,8795,7.6,2.5,100.6,29.4,General Fitness,53,Female
U198,2024-04-08,Swimming,43,382,2.59,160,7546,8.8,2.5,61.4,21.2,Muscle Gain,47,Female
U199,2024-04-28,Running,76,850,9.41,95,10984,5.1,3.6,71.1,19.4,Weight Loss,51,Female
U200,2024-08-27,Weight Training,24,257,0,144,8130,8.0,3.0,69.1,24.6,Weight Loss,40,Male
U001,2024-10-16,CrossFit,98,492,0,151,14286,4.0,2.7,105.1,28.8,Endurance,60,Female
